The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: -8.48999e-10
Smallest slack in design: -4.31723e-08
Total slack in design: -9.11035e-05
Total negative slack: 9.11035e-05


Range		-4.3e-08 to -3.5e-08	-3.5e-08 to -2.6e-08	-2.6e-08 to -1.8e-08	-1.8e-08 to -9.3e-09	-9.3e-09 to -8.5e-10	Not analysed
Slacks in range		1760			240			3			285			2352			2960

Net #	Driver_tnode	to_node	Slack

    0	28733		    0	-1.93323e-09
    1	 2183		    1	-4.01973e-08
    2	27440		    2	-3.93805e-09
			   21	-7.73729e-09
			   40	-7.32849e-09
			   59	-4.75676e-09
			   78	-4.23612e-09
			   97	-7.21443e-09
			  116	-6.13242e-09
			  135	-7.57061e-09
			  154	-1.52554e-09
			  173	-6.40237e-09
			  192	-5.70214e-09
			  211	-6.89296e-09
			  230	-9.34592e-09
			  249	-7.73729e-09
			  268	-6.35749e-09
			  287	-3.39926e-09
			  306	-2.7205e-09
			  325	-7.4866e-09
			  344	-4.46452e-09
			  363	-7.16513e-09
			  382	-7.89318e-09
			  401	-5.4099e-09
			  420	-5.72583e-09
			  439	-7.05743e-09
			  458	-8.0265e-09
			  477	-5.4099e-09
			  496	-7.60065e-09
			  515	-9.2115e-09
			  534	-7.84388e-09
			  553	-1.00269e-08
			  572	-5.32035e-09
			  591	-4.32899e-09
			  610	-8.29866e-09
			  629	-7.05743e-09
			  648	-6.75965e-09
			  667	-7.3296e-09
			  686	-8.02761e-09
			  705	-7.62102e-09
			  724	-3.93805e-09
			  743	-7.46734e-09
			  762	-5.4099e-09
			  781	-7.05965e-09
			  800	-9.34592e-09
			  819	-7.62102e-09
			  838	-7.05965e-09
			  857	-6.08754e-09
			  876	-7.73729e-09
			  895	-2.85603e-09
			  914	-7.21554e-09
			  933	-6.26684e-09
			  952	-3.694e-09
			  971	-4.76938e-09
			  990	-5.97541e-09
			 1009	-5.04154e-09
			 1028	-2.58608e-09
			 1047	-7.46291e-09
			 1066	-3.66921e-09
			 1085	-7.62213e-09
			 1104	-6.67342e-09
			 1123	-2.31724e-09
			 1142	-9.61697e-09
			 1161	-6.35749e-09
			 1180	-6.92412e-09
			 1199	-1.02979e-08
			 1218	-9.7514e-09
			 1237	-7.70835e-09
			 1256	-5.29666e-09
			 1275	-5.81648e-09
			 1294	-7.43508e-09
			 1313	-4.60004e-09
			 1332	-1.00213e-08
			 1351	-7.84388e-09
			 1370	-7.21443e-09
			 1389	-7.05854e-09
			 1408	-6.67342e-09
			 1427	-6.9219e-09
			 1446	-7.05854e-09
			 1465	-1.52554e-09
			 1484	-5.70214e-09
			 1503	-4.76938e-09
			 9442	-5.68317e-09
			 9461	-3.53036e-09
			 9480	-6.13352e-09
			 9499	-2.33982e-09
			 9518	-4.46452e-09
			 9537	-9.21592e-09
			 9556	-1.52664e-09
			 9575	-7.35107e-09
			 9594	-5.99689e-09
			 9613	-9.74225e-09
			 9632	-1.7977e-09
			 9651	-8.16424e-09
			 9670	-5.99578e-09
			 9689	-6.24647e-09
			 9708	-5.2788e-09
			 9727	-7.3296e-09
			 9746	-9.48698e-09
			 9765	-9.35145e-09
			 9784	-8.94487e-09
			 9803	-3.12598e-09
			 9822	-6.62634e-09
			 9841	-6.78859e-09
			 9860	-9.89357e-09
			 9879	-6.78859e-09
			 9898	-3.01525e-09
			 9917	-4.22947e-09
			 9936	-2.72272e-09
			 9955	-7.62213e-09
			 9974	-8.27276e-09
			 9993	-5.8187e-09
			10012	-7.86965e-09
			10031	-7.35218e-09
			10050	-3.82732e-09
			10069	-2.31613e-09
			10088	-8.00281e-09
			10107	-9.19792e-09
			10126	-9.3581e-09
			10145	-8.79355e-09
			10164	-6.78859e-09
			10183	-4.46452e-09
			10202	-6.80895e-09
			10221	-9.99433e-09
			10240	-3.65134e-09
			10259	-5.04929e-09
			10278	-9.08704e-09
			10297	-7.75765e-09
			10316	-8.38267e-09
			10335	-5.41211e-09
			10354	-6.78859e-09
			10373	-9.31765e-09
			10392	-5.68538e-09
			10411	-6.08533e-09
			10430	-1.02844e-08
			10449	-8.29866e-09
			10468	-4.32899e-09
			10487	-7.06075e-09
			10506	-4.19346e-09
			10525	-6.35417e-09
			10544	-5.95091e-09
			10563	-7.08001e-09
			10582	-7.75765e-09
			10601	-7.75765e-09
			10620	-8.38157e-09
			10639	-6.89739e-09
			10658	-9.48698e-09
			10677	-5.68538e-09
			10696	-5.04929e-09
			10715	-5.18593e-09
			10734	-1.93323e-09
			10753	-6.13352e-09
			10772	-8.68046e-09
			10791	-7.59859e-09
			10810	-7.05647e-09
			10829	-9.06032e-09
			10848	-7.24263e-09
			10867	-6.08422e-09
			10886	-2.1806e-09
			10905	-2.7194e-09
			10924	-5.68428e-09
			10943	-5.68428e-09
			15042	-8.54382e-09
			15061	-2.85603e-09
			15080	-5.29777e-09
			15099	-3.66589e-09
			15118	-6.92412e-09
			15137	-1.52664e-09
			15156	-9.62251e-09
			15175	-7.73618e-09
			15194	-7.21554e-09
			15213	-5.99578e-09
			15232	-5.99689e-09
			15251	-7.73397e-09
			15270	-6.11205e-09
			15289	-9.35145e-09
			15308	-6.49081e-09
			15327	-9.99433e-09
			15346	-7.06075e-09
			15365	-8.65803e-09
			15384	-2.61087e-09
			15403	-4.22947e-09
			15422	-2.20429e-09
			15441	-8.29977e-09
			15460	-1.02618e-08
			15479	-5.41432e-09
			15498	-6.78859e-09
			15517	-4.19346e-09
			15536	-1.66217e-09
			15555	-7.03292e-09
			15574	-8.02982e-09
			15593	-5.68317e-09
			15612	-6.51753e-09
			15631	-3.42294e-09
			15650	-5.68538e-09
			15669	-2.58497e-09
			15688	-8.00281e-09
			15707	-9.18212e-09
			15726	-8.38697e-09
			15745	-2.1806e-09
			15764	-6.92412e-09
			15783	-9.62251e-09
			15802	-6.80895e-09
			15821	-5.95091e-09
			15840	-3.65134e-09
			15859	-7.89429e-09
			15878	-8.11272e-09
			15897	-5.82091e-09
			15916	-8.92908e-09
			15935	-6.22086e-09
			15954	-6.13352e-09
			15973	-7.35218e-09
			15992	-8.16203e-09
			16011	-6.21975e-09
			16030	-2.99156e-09
			16049	-6.40347e-09
			16068	-4.32788e-09
			16087	-2.1806e-09
			16106	-6.53679e-09
			16125	-4.73447e-09
			16144	-6.13352e-09
			16163	-6.76186e-09
			16182	-5.04818e-09
			16201	-9.0804e-09
			16220	-9.21592e-09
			16239	-7.05647e-09
			16258	-2.06876e-09
			16277	-7.46734e-09
			16296	-7.4877e-09
			16315	-9.22257e-09
			16334	-7.08001e-09
			16353	-6.22196e-09
			16372	-4.05793e-09
			16391	-7.34996e-09
			16410	-8.92479e-09
			16429	-8.13834e-09
			16448	-8.92687e-09
			16467	-6.21975e-09
			16486	-9.49805e-09
			16505	-5.18482e-09
			16524	-5.27658e-09
			16543	-8.5171e-09
			16562	-3.01636e-09
			16581	-6.65306e-09
			16600	-5.4333e-09
			16619	-8.5182e-09
			16638	-5.68317e-09
			16657	-5.41322e-09
			16676	-9.63358e-09
			16695	-9.18212e-09
			16714	-8.80602e-09
			16733	-6.92522e-09
			16752	-4.4846e-09
			16771	-7.60065e-09
			16790	-5.97099e-09
			16809	-5.18371e-09
			16828	-6.10541e-09
			16847	-7.84056e-09
			16866	-6.382e-09
			16885	-7.19628e-09
			16904	-6.21975e-09
			16923	-2.47535e-09
			16942	-5.29777e-09
			16961	-5.2788e-09
			16980	-8.38378e-09
			16999	-5.41211e-09
			17018	-1.66217e-09
			17037	-8.0288e-09
			17056	-7.03292e-09
			17075	-5.68538e-09
			17094	-2.31613e-09
			17113	-8.65803e-09
			17132	-4.07247e-09
			17151	-7.62213e-09
			17170	-6.10651e-09
			17189	-3.12709e-09
			17208	-6.13131e-09
			17227	-8.38697e-09
			17246	-2.58719e-09
			17265	-6.49081e-09
			17284	-8.29866e-09
			17303	-7.08001e-09
			17322	-5.41432e-09
			17341	-4.47906e-09
			17360	-1.93323e-09
			17379	-1.02241e-08
			17398	-9.99433e-09
			17417	-6.382e-09
			17436	-6.24094e-09
			17455	-3.80142e-09
			17474	-6.78859e-09
			17493	-5.41211e-09
			17512	-6.26905e-09
			17531	-5.4333e-09
			17550	-5.04818e-09
			17569	-2.20318e-09
			17588	-3.28741e-09
			17607	-8.65803e-09
			17626	-7.62102e-09
			17645	-7.21554e-09
			17664	-4.22947e-09
			17683	-2.7205e-09
			17702	-9.99433e-09
			17721	-6.51753e-09
			17740	-8.02871e-09
			17759	-6.92412e-09
			17778	-7.35107e-09
			17797	-7.0789e-09
			17816	-6.08643e-09
			17835	-2.7205e-09
			17854	-8.95151e-09
			17873	-8.95151e-09
			17892	-6.89186e-09
			17911	-8.4094e-09
			17930	-8.02871e-09
			17949	-5.41432e-09
			17968	-8.92908e-09
			17987	-7.70614e-09
			18006	-5.18593e-09
			18025	-9.49805e-09
			18044	-5.54875e-09
			18063	-8.65041e-09
			18082	-4.208e-09
			18101	-2.44945e-09
			18120	-2.47424e-09
			18139	-5.4333e-09
			18158	-1.93212e-09
			18177	-7.59623e-09
			18196	-5.02671e-09
			18215	-7.73397e-09
			18234	-7.46623e-09
			18253	-4.77823e-09
			18272	-4.89118e-09
			18291	-7.70503e-09
			18310	-6.51753e-09
			18329	-6.24647e-09
			18348	-6.26794e-09
			18367	-5.97541e-09
			18386	-8.51931e-09
			18405	-2.60977e-09
			18424	-3.67031e-09
			18443	-6.65306e-09
			18462	-1.01299e-08
			18481	-3.82842e-09
			18500	-7.05965e-09
			18519	-1.7977e-09
			18538	-9.03109e-09
			18557	-7.46734e-09
			18576	-9.76911e-09
			18595	-5.14105e-09
			18614	-4.47906e-09
			18633	-4.365e-09
			18652	-9.74225e-09
			18671	-4.73557e-09
			18690	-4.05793e-09
			18709	-8.38697e-09
			18728	-7.05965e-09
			18747	-8.43198e-09
			18766	-5.16224e-09
			18785	-8.16424e-09
			18804	-9.60672e-09
			18823	-3.24475e-09
			18842	-7.73412e-09
			18861	-8.68046e-09
			18880	-8.11272e-09
