Timing criticalities have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest timing criticality in design: 1.99902
Smallest timing criticality in design: 0
Total timing criticality in design: 6748.15

Range		0.0e+00 to 4.0e-01	4.0e-01 to 8.0e-01	8.0e-01 to 1.2e+00	1.2e+00 to 1.6e+00	1.6e+00 to 2.0e+00	
Timing criticalities in range		2960			0			2304			336			2000			



Net #	Driver_tnode	 to_node	Timing criticality

    0	28733		    0		1.044735
    1	 2183		    1		1.930176
    2	27440		    2		1.091128
			   21		1.179043
			   40		1.169583
			   59		1.110073
			   78		1.098025
			   97		1.166944
			  116		1.141906
			  135		1.175186
			  154		1.035301
			  173		1.148153
			  192		1.131949
			  211		1.159505
			  230		1.216267
			  249		1.179043
			  268		1.147114
			  287		1.078660
			  306		1.062953
			  325		1.173242
			  344		1.103310
			  363		1.165803
			  382		1.182651
			  401		1.125187
			  420		1.132497
			  439		1.163311
			  458		1.185735
			  477		1.125187
			  496		1.175881
			  515		1.213157
			  534		1.181510
			  553		1.232025
			  572		1.123114
			  591		1.100174
			  610		1.192033
			  629		1.163311
			  648		1.156420
			  667		1.169609
			  686		1.185761
			  705		1.176353
			  724		1.091128
			  743		1.172796
			  762		1.125187
			  781		1.163362
			  800		1.216267
			  819		1.176353
			  838		1.163362
			  857		1.140867
			  876		1.179043
			  895		1.066089
			  914		1.166970
			  933		1.145016
			  952		1.085480
			  971		1.110365
			  990		1.138273
			 1009		1.116663
			 1028		1.059843
			 1047		1.172694
			 1066		1.084906
			 1085		1.176378
			 1104		1.154425
			 1123		1.053622
			 1142		1.222540
			 1161		1.147114
			 1180		1.160226
			 1199		1.238297
			 1218		1.225650
			 1237		1.178373
			 1256		1.122566
			 1275		1.134595
			 1294		1.172050
			 1313		1.106446
			 1332		1.231897
			 1351		1.181510
			 1370		1.166944
			 1389		1.163337
			 1408		1.154425
			 1427		1.160175
			 1446		1.163337
			 1465		1.035301
			 1484		1.131949
			 1503		1.110365
			 9442		1.131510
			 9461		1.081693
			 9480		1.141931
			 9499		1.054144
			 9518		1.103310
			 9537		1.213259
			 9556		1.035327
			 9575		1.170106
			 9594		1.138770
			 9613		1.225438
			 9632		1.041599
			 9651		1.188923
			 9670		1.138744
			 9689		1.144545
			 9708		1.122153
			 9727		1.169609
			 9746		1.219531
			 9765		1.216395
			 9784		1.206987
			 9803		1.072336
			 9822		1.153335
			 9841		1.157090
			 9860		1.228940
			 9879		1.157090
			 9898		1.069774
			 9917		1.097871
			 9936		1.063004
			 9955		1.176378
			 9974		1.191434
			 9993		1.134646
			10012		1.182106
			10031		1.170131
			10050		1.088565
			10069		1.053596
			10088		1.185187
			10107		1.212843
			10126		1.216549
			10145		1.203485
			10164		1.157090
			10183		1.103310
			10202		1.157561
			10221		1.231272
			10240		1.084493
			10259		1.116842
			10278		1.210277
			10297		1.179514
			10316		1.193977
			10335		1.125238
			10354		1.157090
			10373		1.215613
			10392		1.131561
			10411		1.140816
			10430		1.237983
			10449		1.192033
			10468		1.100174
			10487		1.163388
			10506		1.097038
			10525		1.147037
			10544		1.137706
			10563		1.163833
			10582		1.179514
			10601		1.179514
			10620		1.193952
			10639		1.159608
			10658		1.219531
			10677		1.131561
			10696		1.116842
			10715		1.120004
			10734		1.044735
			10753		1.141931
			10772		1.200868
			10791		1.175833
			10810		1.163289
			10829		1.209658
			10848		1.167597
			10867		1.140791
			10886		1.050460
			10905		1.062928
			10924		1.131536
			10943		1.131536
			15042		1.197706
			15061		1.066089
			15080		1.122592
			15099		1.084830
			15118		1.160226
			15137		1.035327
			15156		1.222668
			15175		1.179017
			15194		1.166970
			15213		1.138744
			15232		1.138770
			15251		1.178966
			15270		1.141435
			15289		1.216395
			15308		1.150199
			15327		1.231272
			15346		1.163388
			15365		1.200349
			15384		1.060416
			15403		1.097871
			15422		1.051008
			15441		1.192059
			15460		1.237461
			15479		1.125289
			15498		1.157090
			15517		1.097038
			15536		1.038463
			15555		1.162744
			15574		1.185812
			15593		1.131510
			15612		1.150818
			15631		1.079208
			15650		1.131561
			15669		1.059817
			15688		1.185187
			15707		1.212477
			15726		1.194077
			15745		1.050460
			15764		1.160226
			15783		1.222668
			15802		1.157561
			15821		1.137706
			15840		1.084493
			15859		1.182676
			15878		1.187731
			15897		1.134698
			15916		1.206621
			15935		1.143952
			15954		1.141931
			15973		1.170131
			15992		1.188872
			16011		1.143927
			16030		1.069226
			16049		1.148178
			16068		1.100148
			16087		1.050460
			16106		1.151263
			16125		1.109557
			16144		1.141931
			16163		1.156471
			16182		1.116816
			16201		1.210123
			16220		1.213259
			16239		1.163289
			16258		1.047872
			16277		1.172796
			16296		1.173268
			16315		1.213413
			16334		1.163833
			16353		1.143978
			16372		1.093902
			16391		1.170080
			16410		1.206522
			16429		1.188323
			16448		1.206570
			16467		1.143927
			16486		1.219788
			16505		1.119978
			16524		1.122102
			16543		1.197088
			16562		1.069799
			16581		1.153954
			16600		1.125728
			16619		1.197114
			16638		1.131510
			16657		1.125263
			16676		1.222924
			16695		1.212477
			16714		1.203774
			16733		1.160252
			16752		1.103775
			16771		1.175881
			16790		1.138170
			16809		1.119953
			16828		1.141281
			16847		1.181433
			16866		1.147681
			16885		1.166524
			16904		1.143927
			16923		1.057280
			16942		1.122592
			16961		1.122153
			16980		1.194003
			16999		1.125238
			17018		1.038463
			17037		1.185789
			17056		1.162744
			17075		1.131561
			17094		1.053596
			17113		1.200349
			17132		1.094238
			17151		1.176378
			17170		1.141307
			17189		1.072362
			17208		1.141880
			17227		1.194077
			17246		1.059868
			17265		1.150199
			17284		1.192033
			17303		1.163833
			17322		1.125289
			17341		1.103647
			17360		1.044735
			17379		1.236589
			17398		1.231272
			17417		1.147681
			17436		1.144417
			17455		1.087966
			17474		1.157090
			17493		1.125238
			17512		1.145068
			17531		1.125728
			17550		1.116816
			17569		1.050982
			17588		1.076072
			17607		1.200349
			17626		1.176353
			17645		1.166970
			17664		1.097871
			17683		1.062953
			17702		1.231272
			17721		1.150818
			17740		1.185787
			17759		1.160226
			17778		1.170106
			17797		1.163808
			17816		1.140842
			17835		1.062953
			17854		1.207140
			17873		1.207140
			17892		1.159479
			17911		1.194596
			17930		1.185787
			17949		1.125289
			17968		1.206621
			17987		1.178322
			18006		1.120004
			18025		1.219788
			18044		1.128400
			18063		1.200173
			18082		1.097374
			18101		1.056681
			18120		1.057255
			18139		1.125728
			18158		1.044710
			18177		1.175779
			18196		1.116320
			18215		1.178966
			18234		1.172771
			18253		1.110570
			18272		1.113183
			18291		1.178297
			18310		1.150818
			18329		1.144545
			18348		1.145042
			18367		1.138273
			18386		1.197139
			18405		1.060391
			18424		1.084932
			18443		1.153954
			18462		1.234408
			18481		1.088591
			18500		1.163362
			18519		1.041599
			18538		1.208982
			18557		1.172796
			18576		1.226060
			18595		1.118965
			18614		1.103647
			18633		1.101007
			18652		1.225438
			18671		1.109583
			18690		1.093902
			18709		1.194077
			18728		1.163362
			18747		1.195118
			18766		1.119456
			18785		1.188923
			18804		1.222302
			18823		1.075084
			18842		1.178970
			18861		1.200868
			18880		1.187731
			18899		1.100174
			18918		1.206621
			18937		1.166473
			18956		1.110365
			18975		1.106937
			18994		1.122592
			19013		1.072935
			19032		1.106446
			19051		1.094366
			19070		1.181433
			19089		1.047324
			19108		1.196774
			19127		1.166425
			19146		1.174385
			19165		1.182102
			19184		1.196774
			19203		1.050982
			19222		1.166473
			19241		1.141906
			19260		1.163833
			19279		1.106446
			19298		1.141409
			19317		1.212477
			19336		1.085455
			19355		1.128374
			19374		1.166944
			19393		1.153954
			19412		1.209758
			19431		1.119017
			19450		1.175186
			19469		1.128374
			19488		1.097528
			19507		1.182077
			19526		1.115855
			19545		1.203335
			19564		1.084467
			19583		1.147089
			19602		1.144494
			19621		1.135085
			19640		1.132523
			19659		1.153979
			19678		1.109583
			19697		1.129361
			19716		1.128813
			19735		1.172796
			19754		1.113209
			19773		1.182154
			19792		1.115804
			19811		1.216293
			19830		1.131459
			19849		1.137731
			19868		1.175907
			19887		1.134595
			19906		1.172050
			19925		1.144571
			19944		1.166447
			19963		1.129387
			19982		1.188400
			20001		1.138770
			20020		1.132497
			20039		1.138247
			20058		1.131949
			20077		1.109531
			20096		1.118940
			20115		1.103310
			20134		1.231948
			20153		1.138247
			20172		1.185761
			20191		1.119456
			20210		1.103800
			20229		1.141409
			20248		1.169609
			20267		1.160226
			20286		1.098025
			20305		1.116842
			20324		1.151289
			20343		1.150843
			20362		1.169086
			20381		1.119456
			20400		1.078609
			20419		1.150843
			20438		1.163337
			20457		1.100174
			20476		1.113209
			20495		1.115752
			20514		1.085480
			20533		1.177825
			20552		1.066089
			20571		1.109506
			20590		1.081796
			20609		1.163833
			20628		1.138770
			20647		1.147681
			20666		1.112719
			20685		1.191511
			20704		1.140867
			20723		1.126251
			20742		1.079234
			20761		1.151289
			20780		1.222540
			20799		1.157064
			20818		1.098025
			20837		1.141383
			20856		1.138770
			20875		1.153258
			20894		1.103800
			20913		1.185264
			20932		1.106395
			20951		1.110365
			20970		1.035301
			20989		1.163337
			21008		1.156395
			21027		1.172745
			21046		1.175186
			21065		1.109583
			21084		1.169583
			21103		1.110390
			21122		1.153954
			21141		1.157039
			21160		1.153954
			21179		1.225804
			21198		1.219711
			21217		1.222924
			21236		1.138795
			21255		1.110570
			21274		1.097502
			21293		1.088094
			21312		1.206987
			21331		1.225804
			21350		1.175881
			21369		1.148127
			21388		1.185187
			21407		1.156497
			21426		1.208460
			21445		1.187705
			21464		1.147681
			21483		1.079182
			21502		1.125728
			21521		1.072910
			21540		1.082318
			21559		1.066663
			21578		1.128425
			21597		1.118991
			21616		1.110047
			21635		1.087629
